1		24.735		24.688		
2		24.732		24.691		
3		24.726		24.691		
4		24.741		24.688		
5		24.744		24.685		
6		24.723		24.685		
7		24.735		24.685		
8		24.747		24.691		
9		24.744		24.694		
10		24.747		24.694		
11		24.735		24.694		
12		24.735		24.682		
13		24.720		24.694		
14		24.723		24.682		
15		24.717		24.682		
16		24.735		24.670		
17		24.726		24.673		
18		24.744		24.685		
19		24.717		24.682		
20		24.732		24.679		
21		24.720		24.670		
22		24.732		24.679		
23		24.738		24.682		
24		24.741		24.673		
25		24.738		24.667		
26		24.747		24.673		
27		24.750		24.682		
28		24.732		24.676		
29		24.735		24.676		
30		24.732		24.670		
31		24.723		24.661		
32		24.735		24.673		
33		24.741		24.670		
34		24.732		24.667		
35		24.729		24.667		
36		24.726		24.676		
37		24.735		24.658		
38		24.726		24.652		
39		24.723		24.658		
40		24.715		24.652		
41		24.720		24.655		
42		24.706		24.661		
43		24.712		24.634		
44		24.712		24.637		
45		24.709		24.637		
46		24.715		24.649		
47		24.712		24.643		
48		24.709		24.631		
49		24.706		24.613		
50		24.700		24.643		
51		24.703		24.628		
52		24.697		24.625		
53		24.706		24.628		
54		24.694		24.619		
55		24.697		24.625		
56		24.700		24.625		
57		24.709		24.616		
58		24.700		24.616		
59		24.691		24.622		
60		24.700		24.628		
61		24.688		24.634		
62		24.691		24.622		
63		24.706		24.628		
64		24.685		24.619		
65		24.700		24.628		
66		24.789		26.066		
67		24.723		24.658		
68		24.723		24.658		
69		24.750		24.738		
70		24.878		24.920		
71		25.050		25.165		
72		25.280		25.433		
73		25.518		25.687		
74		25.768		25.893		
75		25.976		26.097		
76		26.166		26.261		
77		26.347		26.398		
78		26.504		26.507		
79		26.640		26.592		
80		26.751		26.674		
81		26.855		26.753		
82		26.954		26.790		
83		27.024		26.841		
84		27.077		26.866		
85		27.145		26.881		
86		27.192		26.903		
87		27.240		26.911		
88		27.267		26.928		
89		27.287		26.920		
90		27.326		26.934		
91		27.348		26.937		
92		27.365		26.926		
93		27.390		26.937		
94		27.404		26.926		
95		27.421		26.926		
96		27.418		26.928		
97		27.429		26.917		
98		27.440		26.906		
99		27.448		26.911		
100		27.468		26.920		
101		27.471		26.911		
102		27.471		26.909		
103		27.473		26.906		
104		27.482		26.897		
105		27.482		26.881		
106		27.487		26.869		
107		27.479		26.881		
108		27.487		26.878		
109		27.487		26.875		
110		27.482		26.866		
111		27.484		26.869		
112		27.482		26.864		
113		27.498		26.861		
114		27.493		26.866		
115		27.490		26.855		
116		27.479		26.841		
117		27.479		26.835		
118		27.484		26.841		
119		27.482		26.847		
120		27.479		26.835		
121		27.476		26.841		
122		27.482		26.827		
123		27.479		26.818		
